,name_en,desc_en,model_id,product_number,product_additional,product_number_source_type
293,BIGDIPPER Internet Integrated Cooker Appliance (C2 disinfection cabinet),"Disinfection cabinet type integrated stove: It includes the functions of the disinfection cabinet, range hood, and cooker, and an integrated whole machine.",bdx.i_stove.c2x,,,
294,Yeelight Bulb,Yeelight white light bulb,yeelink.light.mono1,YLDP01YL,,manual
295,SmartJoy intelligent curtain motor,SmartJoy Smart Curtain Motor (WiFi version),smartj.curtain.sjdt82,,,
296,ZenMeasure Smart Temperature Clock,"Touch the clock, can be used as an alarm clock, support temperature and humidity display, tomato and countdown",miaomiaoce.clock.ht02,,,
297,Viomi Smart Gas Water Heater Zero 16L,JSQ30-VGW161,viomi.waterheater.u7,JSQ30-VGW161,,auto
298,Easy to switch,,yeelink.switch.prosw1,,,
299,Mi Smart Dual one way Wall Switch,Xiaomi Mijia Smart Switch (Dual Billing and Single Control),zimi.switch.dhkg02,,,
300,OREO,Smart track spotlight OREO LS1.0,shanu.light.oreo,,,
301,SmartLight,,heiman.light.hs2lg,,,
302,Metering socket 10A,Metering socket 10A,tc0756.plug.47,,,
303,Mi Air Purifier,Xiaomi air purifier,zhimi.airpurifier.v1,,,
304,Smart wall switch T1 (single live wire double key version),,lumi.switch.b2lacn01,,,
305,Midea AC-Cool Golden,Midea WXA air conditioner,midea.aircondition.xa1,,,
306,FOWAD Floorheating Thermostat,FOWAD floor heating thermostat,fawad.airrtc.40011,,,
307,tv,TV,cgzn.tv.tv,,,
308,2-position curtain switch,E3 2 position curtain switch,simon.curtain.e2cur,,,
309,Solista Automatic Cooker,,jyaiot.cm.ccj01,,,
310,Rokid Alien,"An artificial intelligence robot based on voice interaction, hope to be a good companion in your family and life.",rokid.robot.alien2,,,
311,Viomi smart steaming oven,,viomi.i_stove.v5,,,
312,Rokid mini,Rokid Mini is a Rokid device that focuses on home control. It is small in size and focuses on the intelligent experience of the whole house.,rokid.robot.mini,,,
313,Mi 360 Home Security Camera 2K,Xiaomi Smart Camera-3 million pixel version,chuangmi.camera.ip029a,MJSXJ09CM,,manual
314,IMI Remote,Xiaobai Universal Remote Control Sichuan Telecom Edition,chuangmi.remote.h102a03,,,
315,Sweeping robot,,scinan.vacuum.psw01,,,
316,10A smart socket,I7 10A smart socket,simon.plug.sw05,,,
317,Viomi Refrigerator 21FACE (SBS 635L),,viomi.fridge.x19,,,
318,Philips ZhiYi desk lamp,Philips Zhiyi black table lamp,philips.light.zysread,,,
319,meekee 1P,"erp code: 50.01.01.01.0073
69 yards: 6923185615217
Product model: KFRd-26GW/M3PC4-A1",viomi.airc.m1,KFRd-26GW/M3PC4-A1,,auto
320,G27_Smart Switch_Three Open_Middle Button,,bull.switch.s312b,,,
321,light,,zeroy.light.m930,,,
322,Denmark Grand Air Conditioning,Air conditioning controller,nhy.rtc.pexrtc730,,,
323,Yeelight Ceiling Light 480 1S,EOS480 1S Homekit,yeelink.light.ceiling15,YLXD42YL,,manual
324,iCool 1N 1.5P,"erp code: 50.01.01.01.0089
69 yards: 6923185615835
Product model: KFRd-35GW/Y4PK2-C3",viomi.aircondition.y26,KFRd-35GW/Y4PK2-C3,,auto
325,Flower wheel (DIM11 head-remote control version),,ldsn.light.2hld20,,,
326,Mi Smart Plug,Greenmi Gateway Sub-device,lumi.plug.v1,,,
327,Leiyuan Intelligent Living Room Lamp,Leiyuan Smart Living Room Lamp,ylzm.light.wyly01,,,
328,LETSLEEP Water Heating Mattress HS2001,Painted Sleep One-Key Sleeping Water Heating Pad HS2001,isleep.blanket.hs2001,,,
329,Sumi Ruguang Downlight,,xhuan.light.wy0a06,,,
330,Mi Robot Vacuum-Mop P,Mijia domestic sweeping machine,viomi.vacuum.v7,STYTJ02YM / SKV4080CN / SKV4084CN,(Ch) Mi Robot Vacuum-Mop P / Mijia LDS / Viomi V2 / Viomi V2 Pro,manual
331,Mi Bunny Storyteller,Mi Rabbit Smart Story Machine New Solution,jiqid.mistory.pro,,,
332,MIDIAN NO BLUE LIGHT MUSIC LAMP,"This product is a bedside lamp for healthy lighting and sleep aid.Using the self-developed silicon substrate zero blue LED core technology, it is 100% blue-free, does not hurt the eyes, and helps sleep. At the same time, it has the function of Bluetooth audio. It uses wonderful music and zero blue light to create a comfortable sleeping environment for users.",noc196.light.mdyctd,MDJKDH110,,manual
333,Ordinary dimming light,Dimmer switch Dual resistive dimmer switch 3 2,uiot.light.light2,,,
334,wifiAq,,heiman.airmonitor.hs2ai,,,
335,Yeelight Ceiling Light Pro,"Hope Pro living room light
160W non-isolated power supply solution Pro size series ceiling lamp)",yeelink.light.ceiling18,YLXD08YL,,manual
336,QJ_WK,Central air conditioning controller,linked.aircondition.st1,,,
337,smart pulg,0000-0101-0001,huihe.switch.plug,,,
338,XiaoDa sterilizing lamp,,hddz.s_lamp.uvl38w,,,
339,TV remote,,yszj.tv.f0022,,,
340,whirlpool_waster_WG-F80870BI,"Frequency conversion, WIFI, drum washing machine",whp.washer.wgf80870bi,,,
341,Smart Thermostat DKM3,,di8hao.heater.m3,,,
342,RGB LED Controller,RGB LED Controller,cydj.light.v2,,,
343,Yilai curtain motor,,yeelink.curtain.procm1,,,
344,Mi Bunny GPS Locator,"Real-time positioning of the device, while being able to make voice calls.",xiaoxun.tracker.v1,,,
345,Viomi Smart Washing Machine (8KG),MIoT-Spec,viomi.washer.v23,,,
346,Viomi Robot Vacuum-Mop JC,MIoT-Spec access,viomi.vacuum.v17,,,
347,CCT LED Controller,,zengge.light.cctc,,,
348,Petoneer Smart Odor Eliminator-Pro,,skyrc.airp.su001,,,
349,Really Heater,Ruili electric heater supporting Xiaoai,really.heater.f1,,,
350,Light strip,,szsy.light.04000a,,,
351,Nuwa Robotics Danny Robot,Nuwa creates a robot,nuwa.robot.minikiwi,,,
352,Mijia Smart Pet Feeder,Domestic profile agreement,mmgg.feeder.petfeeder,,,
353,Fan light,Fan light MWL2M,scmkcz.light.mwl2m,,,
354,OPPLE Smartlamp Mode C,"Op smart table lamp Mode C, corresponding to big arms and MiG table lamp",opple.light.tabcw,,,
355,Zemismart smart curtain motor,,babai.curtain.m515e,,,
356,Xiaowa E Series,"Roborock sweeping robot e2, production model",roborock.vacuum.e2,Xiaowa E202-02,,manual
357,Remote control master-wifi to infrared-TV,Remote control master-wifi to infrared-TV,coolki.tv.yk0002,,,
358,Gas alarm,,mingpu.sensor_gas.det1,,,
359,LED Controller,,zengge.light.ctrler,,,
360,Aqara Wireless Remote Switch (Single Rocker),"The single-button wireless switch with the appearance of the national standard 86, because the product needs to be upgraded, but the product is powered by a button battery and cannot be OTA, so reapply for the Model.",lumi.remote.b186acn01,WXKG03LM,2018 rev 2,manual
361,Humidifier,,bright.sensor_ht.humit,,,
362,Mi Smart Video Doorbell with Monitor,"Xiaomi Mijia Smart Cat Eye: Built by Yunding Technology, extremely cost-effective, Mijia’s first smart cat eye, internal codename CatM.",loock.cateye.v02,,,
363,Viomi instant heat pipeline machine (MG2-A),Yunmi 1 second instant hot pipeline machine,yunmi.waterpuri.mg5,,,
364,Advantages of smart lock M2 Pro,Automatic lock body,ydhome.lock.m2p,,,
365,Smart Socket,Socket equipment Smart socket 17 2,uiot.plug.plug1,,,
366,curtain,,jyx.curtain.020201,,,
367,Da Fang SMART CAMERA,Dafang Smart Camera (1080P PTZ Version),isa.camera.df3,,,
368,Mi Walkie-Talkie 2,Mi Walkie Talkie 2,fengyu.intercom.sharkv1,,,
369,Milano (Rou Feng) 2P,"erp code: 50.01.01.02.0013
69 yards: 6923185612346
Product model: KFRd-51LW/Y3PD1-A1",viomi.aircondition.y1,KFRd-51LW/Y3PD1-A1,,auto
370,Philips ZhiYi Ceiling lamp FL 40W,Fleeting ceiling light bedroom 460,philips.light.lnblight1,,,
371,CW bulb light,,ddwl.light.040004,,,
372,LEE GUITARS Bluetooth Thermo-Hygrometer,,cgllc.sensor_ht.cgm1,,,
373,Courage Smart AirerPRO,,kejia.airer.krqpro,,,
374,Remote control master-wifi to infrared-smart light,Remote control master-wifi to infrared-smart light,zhihw.light.yk0008,,,
375,Set-top box,Infrared set-top box,ikecin.stb.ir3,,,
376,IMI Remote,,chuangmi.remote.h102c01,,,
377,Mi Vertical Air Conditioner (2HP),,xiaomi.aircondition.ma4,,,
378,dehumidifier,,giz.derh.csj001,,,
379,Linptech Smart Curtain,,linp.curtain.lpc1,,,
380,Mi Wi-Fi Mini,Xiaomi router mini,xiaomi.router.mv1,,,
381,Lamps,,etlink.light.sl001,,,
382,1 position dimmer switch,I7 1 position dimmer switch,simon.light.1light,,,
383,Rongtai 5850,Massage chair rt5850,rotai.massage.rt5850,,,
384,CXW-200-EMD1T.MI,,fotile.hood.emd1tmi,,,
385,Mi Internet Direct Drive Washer Dryer 10kg,"P20-006-Domestic, Skyworth",mibx2.washer.v1,,,
386,Intelligent cervical massage instrument,"JMZN-M-S9
The cervical spine massager combines four physiotherapy methods of low frequency electric therapy, magnetic therapy, thermal moxibustion, and pillow traction. It uses the principles of traditional Chinese medicine to form an efficient composite energy field, which can relax the muscles and activate the collaterals and help improve blood circulation in the neck.Relieve the stiffness and pain of neck muscles.",jieman.magic_touch.ms9,,,
387,Cold and warm two-color light (103),,coolki.light.uid103,,,
388,Dream maker somatosensory floor fan,,dmaker.fan.01,,,
389,Viomi Smart Gas Water Heater A1 13L,MIoT-Spec access,viomi.waterheater.u24,,,
390,Aqara Wall Outlet,Wall socket (ZigBee version),lumi.ctrl_86plug.v1,,,
391,Yeelight Ceiling Light E2001,,yeelink.light.ceil32,,,
392,One key smart switch WIFI X1,1 bit smart switch WIFI X1 version,leshi.switch.v0003,,,
393,vaccum,,girt.vacuum.cleanrobot,,,
394,WiFi 60W dimming color light,wifi rgbw,arnoo.light.rgbw01,,,
395,Yeelight Ceiling Light for Children C2002,,yeelink.light.ceil33,,,
396,Three button wall switch,,ddwl.switch.030003,,,
397,Mi Smart Multicooker 4L,,chunmi.cooker.eh402,,,
398,window,Universal window,dctrls.magnet.window,,,
399,Uclean Smart Toilet Seat,Instant thermostatic smart toilet lid with APP interconnection control function,xjx.toilet.pro,LY-ST1808-008B,Whale Spout Smart Toilet Cover Pro,manual
400,Smart touch switch single button,,kiwik.switch.kt1,,,
401,Mi Motion Sensor,Human body sensor 2,lumi.sensor_motion.v2,RTCGQ01LM,,manual
402,Mi Smart Door Lock,"The Capricorn 2.0 smart lock is a re-optimized product based on the appearance and functions of the original Capricorn generation. It is a smart lock that focuses on ultimate security and convenience. It supports fingerprints, passwords, temporary passwords, keys, NFC, and mobile Bluetooth unlocking methods., And two-factor authentication unlocking method.Through the in-depth customization of the fingerprint module and the in-depth optimization algorithm, a smooth fingerprint unlocking and opening experience is realized.At the same time, the user can view the unlocking history through the app anytime and anywhere, and automatically push the alarm information to the mobile phone when the door lock has an abnormal alarm.",lumi.lock.bmcn02,,,
403,Zhirui Ceiling Lamp Nordic 80W,Mijia Zhirui Ceiling Light,philips.light.mceil,,,
404,Lantern,,jyx.light.021002,,,
405,Viomi Smart dishwasher 10 settings 0805,Miot_Spec protocol access,viomi.dishwasher.v10,,,
406,Xun Kids Smartwatch S1,New Xiaoxun Children's Phone Watch,xiaoxun.watch.v5,,,
407,Window controller,Deprecated,mjj.motor.mode1,,,
408,TOKIT Smart Induction Cooker Entry,,tokit.ihcooker.tkv1,,,
409,yeedi-k804,,yeedi.vacuum.k804,,,
410,Aqara Door Lock S2,A Zigbee smart door lock with fingerprint and password unlock function.,lumi.lock.acn02,ZNMS12LM,,manual
411,Fresco Mini Plus,Pet water dispenser,skyrc.pet_waterer.fre1,,,
412,Mi Router 4,,xiaomi.router.r4,,,
413,SmartJoy Intelligent curtain motor (WiFi Pro),SmartJoy Smart Curtain Motor (WiFi Upgraded Version),smartj.curtain.sjd82p,,,
414,Intelligent Moxibustion heater,,zdeer.ajh.zdl9,,,
415,PTX three key intelligent switch (mesh),,090615.switch.mets3,,,
416,Yeelight Ceiling Light Mini,Stylized ceiling light Mini,yeelink.light.ceiling14,YLXD09YL,,manual
417,Smart 3P,"erp code: 50.01.01.02.0051
69 yards: 6923185617167
Product model: KFRd-72LW/Y4RE2-A3",viomi.aircondition.y58,KFRd-72LW/Y4RE2-A3,,auto
418,Horow S4,,horow.toilet.s4,,,
419,Remote control master-wifi to infrared-fan,Remote control master-wifi to infrared-fan,coolki.fan.yk0006,,,
420,Kollini three-way light control panel,,hotata.switch.ls013,,,
421,Smart Wall Switch D1 (Single FireWire Three Button Version),,lumi.switch.b3lacn02,,,
422,WiFi smart wall socket,,yugang.plug.dmc605,,,
423,Mi Water Purifier,Mi Water Purifier Kitchen Enhanced Edition,yunmi.waterpuri.lx4,,,
424,Two-button wall switch,,szsy.switch.030002,,,
425,All the way light panel-S,"All the way light panel-S
FT179_WallSwitch_Single",linked.light.ft179,,,
426,Zhiru Yiyun Docking Switch,Zhiru Yiyun docking switch three keys,roome.switch.v2,,,
427,Tefeishi Smart Massager,"The cervical spine massager combines four physiotherapy methods of low-frequency electric therapy, magnetic therapy, thermal moxibustion, and pillow traction. It uses the principles of traditional Chinese medicine to form an efficient composite energy field, which can relax the muscles and activate the collaterals and help improve blood circulation in the neck, which is effectiveRelieve the stiffness and pain of neck muscles.",jieman.magic_touch.tsf1,,,
428,Smart curtain,,bull.curtain.cw11,,,
429,PTX mechanical roller motor,"Mechanical intelligent roller shutter motor, mechanical stroke, controlled by Mijia APP.",090615.curtain.jxdj02,,,
430,Mijia vertical heater,,leshow.heater.nfj1lx,,,
431,PTX intelligent touch switch on (mesh),PTX Smart Touch Switch on (MESH),090615.switch.ptxtc1,,,
432,dohome,"Smart socket, support WIFI distribution network, switch control and other functions.",doit.plug.dohomeplug,,,
433,k2 pro smart plug,"Remote intelligent control
Timing delay",ikonke.plug.k2pro,,,
434,plug_four,Four channel socket,coolki.plug.four,,,
435,Mi IH Rice Cooker 4L,Mijia IH Rice Cooker 4L,chunmi.cooker.normal3,,,
436,Mi rear-view mirror recorder,"The Mi Rearview Mirror Recorder is a rearview mirror-shaped driving recorder. You can view and download the videos and photos recorded during driving through the mobile phone APP, and set the driving recorder.",midr.cardvr.m1,,,
437,Mi Control Hub,Mi Multi-function Gateway,lumi.gateway.v1,,,
438,Mi Router 3,,xiaomi.router.v3,,,
439,Linptech RF Gateway,Leader RF433 Sensor Gateway,linp.gateway.n2,,,
440,Mi Electric Toothbrush,Mijia Sonic Electric Toothbrush,soocare.toothbrush.m1,,,
441,Mi Induction Cooker,Mijia induction cooker,chunmi.ihcooker.v1,DCL01CM,,manual
442,Yeelight LED Lamp,Muse/Muse Pro,yeelink.light.lamp3,YLTD03YL / YLTD04YL,,manual
443,Yeelight LED Lightstrip 1S,Pitaya Plus 1S (support homekit),yeelink.light.strip6,YLDD05YL,,manual
444,Two Key Touch Switch X1 (WiFi),2-digit tact switch WiFi version,leshi.switch.sw2b01,,,
445,curtain,curtain,yongqi.curtain.curt,,,
446,HUIZUO AQUARIUS Bulb,"huayi.light.aqu114
Huizuo Water Bottle Star Color Bubble",huayi.light.aqu114,,,
447,Intelligent light control (1 channel single brightness version),Linkage HA,hxiot.light.ha1,,,
448,Airmate mobile floor heating,,air.heater.wda14,,,
449,NIOYE full color LED lamp,WY+RGB,ddk.light.wyra01,,,
450,switch_four,Four channel switch,zhihw.switch.uiid9,,,
451,Gomanni G1 series bedroom fan lamp,Gemani G1 series bedroom fan light,gmn.light.wyfan1,,,
452,Smart switch,,thing.light.light,,,
453,"ES Scene Switch (With Neutral, Sextuple Rocker)",Eggenstone,lumi.switch.n6eic2,,,
454,Super switch,,p2c.switch.201144,,,
455,Mi 4-Door Refrigerator 486L,Mijia cross four-door refrigerator,viomi.fridge.m1,,,
456,Logic floor heating thermostat,"Logic floor heating thermostat, the maximum temperature is 45 degrees",hosjoy.heater.logic,,,
457,Roidmi Music Blue C,"The second-generation car Bluetooth player is upgraded with new functions such as call, voice recognition, voltage alarm, etc.",roidmi.btfm.m1,,,
458,Smart Gateway (Night Light),,nvcls.light.040016,,,
459,Uodi Cuber,,ydzl.waterpuri.t1,,,
460,Lettin Essential Bulb,Lettin Smart Bulb,lettin.light.essenbulb,,,
461,HOTATA Electric Clothes Rack D-3115S,D-3115S WIFI + BLE version,hotata.airer.d3115,,,
462,SmartSocket,"Smart sockets are controlled by APP, and users can locally/remotely control the on/off of traditional electrical equipment.When the device is connected to this socket, the device can be remotely controlled at any time through the APP.Smart sockets are a good choice for realizing local remote control timing for homes, enterprises, factories, shopping malls, etc. It can be controlled by multiple users at the same time and grouped.
At the same time, APP supports power metering and monitoring functions, real-time viewing of power usage records, which is convenient for family energy saving.
The smart socket has an overload protection function. If the working power of the electrical appliance exceeds the limited power (set in the APP), it will be directly powered off, which is very convenient and safe to use.",oge.plug.seetime0101,,,
463,filter,,yonsz.airp.4,,,
464,Fresh air,Fresh air,yongqi.airfresh.fw,,,
465,diiib&Yeelight smart mirror cabinet,Dabai joint smart mirror cabinet,yeelink.mirror.bm1,DXYSJ007,,manual
466,iCool 1.5P,"erp code: 50.01.01.01.0017
69 yards: 6923185612179
Product model: KFRd-35GW/Y4PE1-C3",viomi.aircondition.y14,KFRd-35GW/Y4PE1-C3,,auto
467,NVC LED Nest Ceiling Lamp,NVC Bird's Nest Series LED Ceiling Light,leishi.light.nest,,,
468,Wall socket (Zigbee version),,lumi.ctrl_86plug.es1,QBCZ11LM,,manual
469,Kovos intelligent sweeping robot T9Power,t9power,eco.vacuum.t9pow,,,
470,Monochrome lamp,2.4G monochromatic lamp will be obsolete,scmkcz.light.crsl,,,
471,Intelligent fresh air control,KP01C1530,ikecin.airfresh.95,,,
472,socket,,milamp.plug.cz,,,
473,light,,amtt.light.r,,,
474,MxiControlEH,"This product can be connected to control household floor heating, and the supported functions include control of switch, mode, temperature, wind speed, etc., and can monitor the current status of floor heating.Currently supported floor heating brands include Daikin, Hitachi, Toshiba, Mitsubishi Electric, Hisense, Haier, Panasonic, York, Mitsubishi Heavy Industries, Midea, LG, Oaks, Bosch, Gree, Samsung, etc.",maxi.heater.b01x2rt,,,
475,Cobos intelligent sweeping robot,n8 level n8+black (BK),eco.vacuum.n8bk,,,
